"UNITID","OPEFLAG","SECTOR","DEGGRANT","HBCU","HOSPITAL","CARNEGIE","PSET4FLG","PEO1ISTR","PEO2ISTR","PEO3ISTR","PEO4ISTR","RELAFFIL","LEVEL7","LEVEL8","LEVEL17","LEVEL18","LEVEL19","OPENADMP","CREDITS1","CREDITS2","CREDITS3","CREDITS4","SLO5","SLO6","STUSRV1","STUSRV2","STUSRV3","STUSRV4","STUSRV8","ATHASSOC","SPORT1","CONFNO1","SPORT2","CONFNO2","SPORT3","CONFNO3","SPORT4","CONFNO4","APPLFEEU","ROOM","ROOMCAP","BOARD","RMBRDAMT","ALLONCAM","TUITPL","TUITPL1","TUITPL2","TUITPL3","TUITPL4","DISTCRS","LIBRES1","LIBRES2","LIBRES3","LIBRES4","LIBRES5","LIBRES6","LIBRES9","DISAB","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","chg2ay2","chg2at2","chg2af2","chg2ay3","chg2at3","chg2af3","chg3ay2","chg3at2","chg3af2","chg3ay3","chg3at3","chg3af3","RMINSTTP","RMOUSTTP","RMFRGNCP","DVEF13","DVEF14","DVEF15","ENRTOT","EFUG","EFUG1ST","EFUGTRN","EFUGCNT","PCUENRAN","PCUENRAP","PCUENRBK","PCUENRHS","PCUENRWH","PCUENR2M","PCUENRUN","PCUENRNR","PCUENRW","EFUGFT","EFUGPT","PCUENRNH","PCUENRAS","PCUDEEXC","PCUDESOM","PCUDENON","LPBOOKSP","LPMEDIAP","LEBOOKSP","LEDATABP","LEMEDIAP","LSALWAGP","LFRNGBNP","LEXMSBBP","LEXMSCSP","LEXMSOTP","LEXOMTLP","LEXPTOTF","LPSERIAP","LESERIAP","F1CORREV","F3GVGCPC","F1TUFEPC","F1STAPPC","F1LCAPPC","F1GVGCPC","F1PGGCPC","F1INVRPC","F1OTRVPC","F1COREXP","F1INSTPC","F1RSRCPC","F1PBSVPC","F1ACSPPC","F1STSVPC","F1INSUPC","F1OTEXPC","F1SAFBPC","F1EQUITR","F1ENDMFT","F2CORREV","F2TUFEPC","F2GVGCPC","F2PGGCPC","F2INVRPC","F2OTRVPC","F2COREXP","F2INSTPC","F2RSRCPC","F2PBSVPC","F2ACSPPC","F2STSVPC","F2INSUPC","F2OTEXPC","Expr1155","F2ENDMFT","F2EQUITR","F2SAFBPC","F3CORREV","F3TUFEPC","F3SSEAPC","F3OTRVPC","F3TUFEFT","F3SSEAFT","F3OTRVFT","F3COREXP","F3INSTPC","F3OTEXPC","F3EQUITR","F3PGGCPC","F3INVRPC","F3RSRCPC","F3PBSVPC","F3ACSPPC","F3STSVPC","F3INSUPC","F3SAFBPC","F3SWINSP","F3SWRSRP","F3SWPBSP","F3SWACSP","F3SWSTSP","F3SWISPP","F3SWOTEP","F3SWCREP","F1SWCREP","F1SWINSP","F1SWRSRP","F1SWPBSP","F1SWACSP","F1SWSTSP","F1SWISPP","F1SWOTEP","F2SWCREP","F2SWINSP","F2SWRSRP","F2SWPBSP","F2SWACSP","F2SWSTSP","F2SWISPP","F2SWOTEP","SALTOTL","SalProf","SalAssc","SalAsst","SalInst","Sallect","SALNRNK","SFTETOTL","SFTEPSTC","SFTELCAI","CINSON","COTSON","CINSOFF","COTSOFF","TUFEYR2","TUFEYR3","PRCH_EF","IDX_EF","PRCH_F","IDX_F","PRCH_SFA","IDX_SFA"
126401,1,5,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,11865,150,494,11865,150,494,11865,150,494,11520,11520,0,12015,11865,150,11520,11520,0,12015,11865,150,100,0,0,,,,123,123,18,15,90,2,6,19,13,41,15,5,0,78,101,22,3,2,0,16,84,1,0,99,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,2142289.00,97,3,0,0,0,2993286.00,30,0,0,33,16,13,8,37,,-81,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,42,,,56,49,0,0,,,,,,,,16,5,9,,,26624,26624,11520,12015,-2,-2,-2,-2,-2,-2
126562,1,1,1,2,1,16,1,0,1,1,0,-2,1,0,1,1,0,2,1,0,1,0,1,1,0,1,1,1,1,2,2,-2,2,-2,2,-2,2,-2,50,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,7536,1552,314,7536,1552,314,23232,1552,968,8692,7404,1288,9228,7536,1692,23704,22416,1288,24924,23232,1692,88,11,1,22,56,22,23960,14622,1497,1879,7852,0,9,5,22,50,5,3,6,55,8530,6092,0,9,5,20,75,54,2,28,0,7,35,12,5,36,1,12,901,1,8,1122906812.00,,22,1,0,38,16,1,21,1087572006.00,47,28,9,7,3,6,0,71,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,56,39,30,50,43,49,0,,,,,,,,,89606,128268,93429,85977,62902,60000,,10490,4855,334,,,27426,43122,8692,9228,-2,-2,-2,-2,-2,-2
126580,1,1,1,2,2,21,1,0,1,1,0,-2,1,1,1,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,2,-2,1,159,1,159,1,159,50,1,1684,2,9800,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,6624,1418,276,6624,1418,276,17352,1418,723,7692,6384,1308,8042,6624,1418,17988,16680,1308,18770,17352,1418,87,13,0,3,72,25,12559,10619,2084,1315,6754,0,3,4,17,65,7,2,1,52,7947,2672,0,3,5,19,76,65,2,33,0,0,42,0,11,38,1,8,362,1,0,187591645.00,,58,0,0,19,5,0,17,157343233.00,51,4,1,13,12,17,2,61,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,56,47,44,49,45,36,0,,,,,,,,,72069,106270,84501,75348,48665,,,1232,552,197,24342,35070,24842,35570,7692,8042,-2,-2,-2,-2,-2,-2
126605,1,6,1,2,2,40,1,1,0,-2,0,-2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,100,2,,3,,2,1,0,0,1,0,2,0,1,1,0,1,0,0,1,15480,263,402,15480,263,402,15480,263,402,15743,15480,263,15743,15480,263,15743,15480,263,15743,15480,263,86,14,0,,,,478,478,14,38,426,3,1,10,9,50,7,21,0,5,478,0,0,1,0,0,100,70,27,0,1,0,,,,,,,,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006089.00,92,8,0,26459,2416,0,6717406.00,20,7,-50,0,0,0,0,1,21,52,46,51,,,66,88,29,0,44,,,,,,,,,,,,,,,,,33750,,,,33750,,,39,20,4,,,28378,28378,15743,15743,-2,-2,1,126605,-2,-2
126614,1,1,1,2,2,15,1,0,1,0,0,-2,1,1,1,1,0,2,1,0,1,0,1,1,0,1,1,1,1,1,1,127,1,127,2,-2,1,127,50,1,8036,1,13590,2,1,1,0,1,0,1,1,1,1,1,1,1,0,2,9768,1763,407,9768,1763,407,33316,1763,33316,11091,9312,1779,11531,9768,1763,34125,32346,1779,35079,33316,1763,53,40,7,1,93,6,33977,27901,6421,1202,19753,0,6,2,11,69,5,1,7,44,25802,2099,0,5,1,8,91,52,3,38,0,0,41,0,10,39,1,9,745,2,5,1251122491.00,,46,0,0,35,10,0,8,1163306494.00,43,33,1,10,4,8,1,60,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,51,41,36,55,44,37,0,,,,,,,,,99991,136477,99467,92635,59540,,,7513,2552,322,29215,52763,27413,50961,11091,11531,-2,-2,-2,-2,-2,-2
126669,1,2,1,2,2,21,1,0,1,0,0,88,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,2,-2,1,159,1,159,1,159,30,1,888,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,22360,500,872,22360,500,872,22360,500,872,27986,27486,500,29360,28860,500,27986,27486,500,29360,28860,500,36,63,0,,,,7032,6307,632,677,3388,1,3,10,13,66,4,4,0,64,1808,4499,0,3,44,8,48,17,0,61,0,10,47,11,13,19,8,2,137,0,12,,,,,,,,,,,,,,,,,,,,,64185677.00,87,3,9,0,1,57648550.00,24,0,2,9,29,36,0,51,913,65,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,70,,34,49,54,18,,54852,68420,53470,47016,34607,,,529,215,24,42276,42276,40870,40870,27986,29360,-2,-2,-2,-2,-2,-2
126678,1,2,1,2,2,31,1,0,1,0,0,-2,1,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,1,1,2,-2,1,198,2,-2,1,198,60,1,1563,2,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,2,50472,420,2121,50472,420,2121,50472,420,2121,48996,48576,420,50892,50472,420,48996,48576,420,50892,50472,420,13,76,11,0,99,1,2114,2101,533,20,1531,1,4,3,9,66,9,1,8,54,2084,17,0,4,0,0,100,46,4,37,0,5,35,11,14,33,2,5,1876,0,8,,,,,,,,,,,,,,,,,,,,,124052065.00,59,1,11,24,5,124129570.00,42,1,2,9,22,23,0,47,292395,78,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,49,12,26,41,34,34,,99326,129732,97042,74550,,67465,61029,774,210,104,66400,66400,66400,66400,48996,50892,-2,-2,-2,-2,-2,-2
126702,1,3,1,2,2,56,1,0,1,0,0,-2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,17532,96,487,17532,96,487,17532,96,487,17628,17532,96,17628,17532,96,17628,17532,96,17628,17532,96,87,13,0,,,,811,811,76,158,577,1,3,8,22,48,3,12,3,49,550,261,0,3,0,60,40,4,0,42,0,7,43,11,15,31,0,0,117,0,47,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19305515.00,66,0,0,11989,0,0,19735364.00,31,0,29,0,0,0,0,5,31,34,36,52,,,43,40,6,,32,,,,,,,,,,,,,,,,,48768,,,,48768,,,92,47,29,,,30938,30938,17628,17628,-2,-2,-2,-2,-2,-2
126711,1,1,1,2,2,40,1,1,1,0,1,-2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,600,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1932,280,81,4068,280,170,10296,280,429,2944,2568,376,3328,3048,280,9328,8952,376,10576,10296,280,83,17,1,21,41,37,5806,5806,550,273,2700,0,1,1,19,65,2,12,0,55,1823,3983,0,1,10,12,78,23,2,60,0,2,54,23,5,11,0,7,339,0,13,76126137.00,,11,9,64,11,1,2,1,75404276.00,42,0,2,6,10,33,8,61,46,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,60,,45,45,52,33,31,,,,,,,,,75314,84146,75162,60473,45252,,,677,294,64,16121,23369,15581,22829,1744,1768,-2,-2,-2,-2,-2,-2
126748,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,2,-2,2,-2,2,-2,2,-2,0,1,300,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,3286,450,137,3286,450,137,5626,450,234,3554,3132,422,3736,3286,450,5805,5363,442,6076,5626,450,74,26,1,32,42,25,1098,1098,171,135,319,1,1,2,12,72,2,8,1,59,538,560,0,1,7,8,85,45,30,25,0,0,,,,,,,,0,0,13861653.00,,34,0,0,46,0,0,20,15227163.00,37,0,0,5,14,13,30,53,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,57,,,71,50,62,12,,,,,,,,,52975,,,,52975,,,143,67,2,17384,19724,20424,22764,3554,3736,-2,-2,-2,-2,-2,-2
126775,1,1,1,2,2,54,1,0,1,0,0,-2,1,1,1,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,1,159,1,159,1,159,1,159,45,1,1884,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,15690,2152,523,15690,2152,523,34020,2152,1134,17353,15225,2128,17842,15690,2152,34828,32700,2128,36172,34020,2152,52,43,4,1,92,7,6069,4610,975,149,3440,0,5,1,7,74,5,1,7,28,4395,215,0,5,0,0,100,48,26,15,0,0,35,13,4,41,0,7,561,0,11,235954156.00,,49,1,0,25,16,0,8,227291611.00,44,27,0,12,5,13,1,60,9,36291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,44,35,33,36,33,32,0,,,,,,,,,98676,134289,102933,87420,77437,58515,21516,1032,481,55,32684,51014,31024,49354,17353,17842,-2,-2,-2,-2,-2,-2
126818,1,1,1,2,2,15,1,0,1,1,1,-2,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,1,1,1,1,203,1,203,2,-2,1,203,50,1,6214,1,,2,2,0,0,0,0,1,1,1,1,1,1,1,0,2,8716,2336,396,8716,2336,396,26010,2336,1301,10590,8340,2250,11052,8716,2336,27258,25008,2250,28346,26010,2336,77,23,0,,,,31856,25177,4942,1651,16904,0,3,2,12,73,3,3,4,52,21977,3200,0,3,4,15,81,74,1,20,0,0,41,0,5,37,3,14,706,1,3,912154638.00,,43,0,0,37,10,1,9,915372129.00,30,21,11,8,3,5,21,61,17,11186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,69,58,36,62,56,54,0,,,,,,,,,86356,122305,89241,75656,51013,,55549,6699,3223,1040,24722,42016,23305,40599,10590,11052,-2,-2,-2,-2,-2,-2
126827,1,3,1,2,2,21,1,0,1,0,0,-2,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,10967,300,305,10967,300,305,10967,300,305,11297,10967,330,10540,10240,300,11297,10967,330,10540,10240,300,10,89,0,0,13,86,25548,22202,1624,4171,16191,1,1,32,4,42,4,15,0,63,13319,8883,1,1,95,2,3,1,0,22,0,34,18,0,0,82,0,0,32,0,43,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350132719.00,99,0,1,13756,0,132,259902037.00,12,5,93,0,0,0,0,4,21,58,4,17,,,3,6,1,0,4,,,,,,,,,,,,,,,,,86756,,,,,,86756,1092,464,43,,,24558,24558,11297,10540,-2,-2,-2,-2,-2,-2
126863,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,3286,416,199,3286,416,199,13480,416,562,3538,3142,396,3702,3286,416,13256,12860,396,13896,13480,416,99,1,0,30,36,33,7387,7387,811,537,3400,1,6,19,26,35,6,5,4,59,1466,5921,0,5,12,10,79,2,1,90,0,0,59,22,2,13,4,0,74,0,7,44719624.00,,47,0,0,38,1,0,15,41311627.00,49,0,0,7,14,17,13,52,74,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,46,,7,44,55,45,0,,,,,,,,,59216,,,,,,59216,315,145,53,,,20390,30584,3538,3702,-2,-2,-2,-2,-2,-2
126872,1,2,1,2,2,40,1,1,1,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,2,1,1,1,0,1,1,0,1,18021,0,,18021,0,,18021,0,,16968,16968,0,16968,16968,0,16968,16968,0,16968,16968,0,100,0,0,,,,201,201,11,0,190,1,3,15,38,27,13,2,0,87,201,0,0,2,0,0,100,88,9,0,1,0,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,6245293.00,100,0,0,0,0,7048147.00,31,0,0,23,23,23,0,30,,80,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,80,,,8,8,8,0,48132,,,,,,48132,34,11,6,,,33104,33104,16968,16968,-2,-2,-2,-2,-2,-2
126942,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,0,0,0,0,0,1,0,2,3285,948,137,3285,948,137,13480,948,562,3509,3103,406,3702,3286,416,13179,12773,406,13896,13480,416,97,3,0,14,52,33,9013,9013,1375,836,5411,1,6,10,31,33,4,8,7,58,2379,6634,0,5,10,11,78,54,2,28,0,7,35,12,5,36,1,12,0,1,8,57899701.00,,47,0,0,48,0,0,5,56871403.00,41,0,1,9,24,11,14,57,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,56,,48,45,46,52,0,,,,,,,,,46581,55439,45055,44022,36973,,,408,204,9,,,20388,30582,3509,3702,-2,-2,-2,-2,-2,-2
127060,1,2,1,2,2,15,1,0,1,1,1,-2,1,1,1,1,0,2,1,0,1,0,1,1,0,1,1,1,0,1,2,-2,1,120,2,-2,2,-2,65,1,2566,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,45288,1134,1258,45288,1134,1258,45288,1134,1258,44178,43164,1014,46422,45288,1134,44178,43164,1014,46422,45288,1134,32,61,6,0,96,4,11614,5754,1399,156,4183,0,4,2,10,69,4,2,8,54,5491,263,0,4,1,3,96,0,28,55,0,1,33,8,13,35,3,8,1081,13,3,,,,,,,,,,,,,,,,,,,,,374061046.00,78,6,10,-4,10,362783283.00,45,4,2,19,15,15,0,61,56201,85,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,61,50,45,49,41,52,,96944,139503,98857,84499,,60545,,2475,917,183,62277,62277,62277,62277,44178,46422,-2,-2,-2,-2,-2,-2
127185,1,1,1,2,2,31,1,0,1,0,0,-2,1,0,0,0,0,2,1,0,1,0,0,1,1,1,1,1,1,1,1,159,1,159,2,-2,1,159,40,1,1463,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,6360,1744,265,6360,1744,265,16072,1744,670,7600,5856,1744,8104,6360,1744,17816,16072,1744,17816,16072,1744,48,52,0,2,84,14,3601,3591,777,371,2296,25,1,1,11,50,8,4,1,50,3179,412,0,1,0,1,99,25,4,29,0,17,48,12,3,22,2,12,440,0,25,78690049.00,,21,0,0,33,3,1,42,54082266.00,46,1,1,16,18,15,3,59,56,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,62,58,38,49,50,54,0,,,,,,,,,64367,87294,66148,56943,39687,48837,,537,200,45,25524,35236,23236,32948,7600,8104,-2,-2,-2,-2,-2,-2
127200,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,3288,372,137,3288,372,137,13488,372,562,3527,3132,395,3660,3288,372,13244,12849,395,13860,13488,372,92,3,5,13,51,35,18966,18966,2474,1853,10216,1,4,2,17,66,4,5,2,56,5406,13560,0,4,17,14,69,87,12,1,0,0,34,11,11,2,2,41,144,0,0,112352840.00,,56,0,0,33,1,0,10,110555875.00,44,0,1,5,12,10,28,58,75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,64,,59,64,65,53,7,,,,,,,,,60469,60469,,,,,,939,536,82,,,19284,29484,3527,3660,-2,-2,-2,-2,-2,-2
127389,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,1,228,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,3288,432,137,3288,432,137,5616,432,234,3546,3132,414,3720,3288,432,5766,5352,414,6048,5616,432,83,13,3,28,57,15,791,791,215,53,220,1,0,5,23,61,3,2,6,53,404,387,0,0,4,8,87,93,7,0,0,0,,,,,,,,0,0,8112525.00,,27,18,0,41,3,0,11,7807954.00,38,0,0,13,27,21,1,53,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,,,23,40,51,0,,,,,,,,,46788,,,,46788,,,81,26,15,16562,18890,19434,21762,3546,3720,-2,-2,-2,-2,-2,-2
127556,1,1,1,2,2,31,1,1,1,1,1,-2,1,0,0,1,0,2,1,1,1,0,0,1,1,1,1,0,1,1,1,159,1,159,1,159,1,159,30,1,2518,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,7067,768,252,7067,768,252,18228,768,651,7474,6706,768,7835,7067,768,18072,17304,768,18996,18228,768,80,19,1,8,72,20,9735,9595,2022,580,6132,1,2,2,18,69,4,3,1,54,7277,2318,1,2,5,22,74,43,13,32,0,5,46,14,6,24,3,7,248,0,7,113203511.00,,53,0,0,31,1,0,14,105161969.00,33,0,0,7,10,6,43,45,40,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,69,56,0,58,60,46,0,,,,,,,,,59166,80089,66535,58973,46159,47305,54790,760,379,21,22719,33880,22155,33316,7474,7835,-2,-2,-2,-2,-2,-2
127565,1,1,1,2,2,32,1,0,1,0,0,-2,1,0,0,0,0,2,1,1,1,0,1,1,0,1,1,1,1,1,2,-2,1,159,1,159,1,159,25,2,,3,,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,5693,1237,237,5693,1237,237,18859,1237,786,6420,5222,1198,6930,5693,1237,20057,18859,1198,20096,18859,1237,97,3,0,1,57,42,20474,19940,2255,2642,14437,1,4,6,24,57,4,3,1,54,12483,7457,0,4,7,29,64,54,2,28,0,7,35,12,5,36,1,12,0,1,8,200364693.00,,51,0,0,37,2,1,10,170629988.00,54,0,1,15,12,15,2,68,-21,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,61,0,45,48,55,35,0,,,,,,,,,58764,78291,57701,47296,59097,43837,53040,1538,858,75,,,23988,37154,6420,6930,-2,-2,-2,-2,-2,-2
127617,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,3286,208,137,3286,208,137,13480,208,562,3538,3132,406,3494,3286,208,13255,12849,406,13688,13480,208,100,0,0,42,32,24,1474,1474,189,36,456,1,1,3,23,64,1,6,2,66,327,1147,0,0,17,19,64,3,0,89,0,0,59,18,6,10,0,7,223,0,8,12511475.00,,30,0,0,38,4,1,27,11177806.00,50,0,0,13,10,21,6,65,93,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,57,,84,59,59,59,0,,,,,,,,,52856,,,,,,52856,110,52,9,,,20180,30374,3538,3494,-2,-2,-2,-2,-2,-2
127653,1,2,1,2,2,59,1,0,1,0,0,-2,1,0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,50,1,85,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,31000,170,995,31000,170,995,31000,170,995,30580,30400,180,31170,31000,170,30580,30400,180,31170,31000,170,41,56,3,1,64,35,931,382,32,81,261,1,2,1,10,64,8,12,2,67,348,34,0,2,0,0,100,18,2,78,0,2,59,13,4,15,3,6,540,0,0,,,,,,,,,,,,,,,,,,,,,22353829.00,87,1,10,-1,2,22793994.00,44,0,0,21,14,22,0,66,8261,60,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,58,,,55,58,42,,49431,75848,52850,34053,,,,291,102,61,47585,47585,49276,49276,30580,31170,-2,-2,-2,-2,-2,-2
127680,1,3,1,2,2,-3,1,1,1,0,0,-2,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,2,0,0,0,0,1,1,1,1,1,1,1,0,1,12960,720,360,12960,720,360,12960,720,360,13395,12600,795,13755,12960,795,13395,12600,795,13755,12960,795,83,17,0,0,12,87,195,195,6,20,168,1,6,21,16,50,1,5,1,57,48,147,2,4,65,28,7,0,0,95,0,0,52,7,0,39,0,2,257,0,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003637.00,100,0,0,11131,0,0,2008233.00,18,0,57,0,0,0,0,29,7,47,31,28,,,44,74,13,,29,,,,,,,,,,,,,,,,,29312,,,,,,29312,19,10,6,,,22446,22446,13395,13755,-2,-2,3,219204,-2,-2
127714,1,2,1,2,2,51,1,0,1,0,0,59,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,10800,720,450,10800,720,450,10800,720,450,11400,10800,600,11520,10800,720,11400,10800,600,11520,10800,720,22,78,0,,,,769,769,18,96,579,1,3,7,9,77,3,0,0,39,89,680,1,2,91,2,7,76,11,9,0,0,40,7,3,15,0,35,707,0,4,,,,,,,,,,,,,,,,,,,,,5104960.00,65,1,26,8,1,6441114.00,31,0,0,14,3,52,0,50,6221,56,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,44,,,44,55,34,,44278,,,,,,44278,85,44,2,,,25870,25870,11400,11520,-2,-2,-2,-2,-2,-2
127732,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,2,-2,2,-2,2,-2,2,-2,0,1,631,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4107,603,137,4107,603,137,6161,603,205,4284,3708,576,4710,4107,603,5850,5274,576,6764,6161,603,87,13,0,18,60,22,1645,1645,476,102,580,1,1,3,13,71,3,5,2,56,922,723,0,1,4,5,90,22,3,74,0,0,33,28,17,11,0,11,137,0,0,19856246.00,,27,0,0,21,1,1,50,16342044.00,41,0,0,2,15,16,26,47,75,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,59,,,61,52,62,17,,,,,,,,,49942,60156,49428,42593,,,42081,160,62,6,18256,20310,20568,22622,4284,4710,-2,-2,-2,-2,-2,-2
127741,1,1,1,2,2,16,1,0,1,0,0,-2,1,0,1,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,1,105,1,105,1,137,1,105,45,1,3715,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,6906,1982,275,6906,1982,275,18492,1982,736,8166,6372,1794,8888,6906,1982,19752,17958,1794,20474,18492,1982,84,15,1,6,82,12,13087,10011,2158,791,6149,0,2,4,19,56,4,13,2,64,8348,1663,0,2,3,17,80,61,7,15,0,10,38,11,12,30,2,8,662,2,6,178926643.00,,59,0,0,29,4,0,7,189193555.00,50,2,1,13,18,10,7,62,7,7464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,60,46,41,44,42,43,0,,,,,,,,,70555,90193,68669,56598,47728,46854,,1522,587,76,23618,35204,23142,34728,8166,8888,-2,-2,-2,-2,-2,-2
