"UNITID","OPEFLAG","SECTOR","DEGGRANT","HBCU","HOSPITAL","CARNEGIE","PSET4FLG","PEO1ISTR","PEO2ISTR","PEO3ISTR","PEO4ISTR","RELAFFIL","LEVEL7","LEVEL8","LEVEL17","LEVEL18","LEVEL19","OPENADMP","CREDITS1","CREDITS2","CREDITS3","CREDITS4","SLO5","SLO6","STUSRV1","STUSRV2","STUSRV3","STUSRV4","STUSRV8","ATHASSOC","SPORT1","CONFNO1","SPORT2","CONFNO2","SPORT3","CONFNO3","SPORT4","CONFNO4","APPLFEEU","ROOM","ROOMCAP","BOARD","RMBRDAMT","ALLONCAM","TUITPL","TUITPL1","TUITPL2","TUITPL3","TUITPL4","DISTCRS","LIBRES1","LIBRES2","LIBRES3","LIBRES4","LIBRES5","LIBRES6","LIBRES9","DISAB","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","chg2ay2","chg2at2","chg2af2","chg2ay3","chg2at3","chg2af3","chg3ay2","chg3at2","chg3af2","chg3ay3","chg3at3","chg3af3","RMINSTTP","RMOUSTTP","RMFRGNCP","DVEF13","DVEF14","DVEF15","ENRTOT","EFUG","EFUG1ST","EFUGTRN","EFUGCNT","PCUENRAN","PCUENRAP","PCUENRBK","PCUENRHS","PCUENRWH","PCUENR2M","PCUENRUN","PCUENRNR","PCUENRW","EFUGFT","EFUGPT","PCUENRNH","PCUENRAS","PCUDEEXC","PCUDESOM","PCUDENON","LPBOOKSP","LPMEDIAP","LEBOOKSP","LEDATABP","LEMEDIAP","LSALWAGP","LFRNGBNP","LEXMSBBP","LEXMSCSP","LEXMSOTP","LEXOMTLP","LEXPTOTF","LPSERIAP","LESERIAP","F1CORREV","F3GVGCPC","F1TUFEPC","F1STAPPC","F1LCAPPC","F1GVGCPC","F1PGGCPC","F1INVRPC","F1OTRVPC","F1COREXP","F1INSTPC","F1RSRCPC","F1PBSVPC","F1ACSPPC","F1STSVPC","F1INSUPC","F1OTEXPC","F1SAFBPC","F1EQUITR","F1ENDMFT","F2CORREV","F2TUFEPC","F2GVGCPC","F2PGGCPC","F2INVRPC","F2OTRVPC","F2COREXP","F2INSTPC","F2RSRCPC","F2PBSVPC","F2ACSPPC","F2STSVPC","F2INSUPC","F2OTEXPC","Expr1155","F2ENDMFT","F2EQUITR","F2SAFBPC","F3CORREV","F3TUFEPC","F3SSEAPC","F3OTRVPC","F3TUFEFT","F3SSEAFT","F3OTRVFT","F3COREXP","F3INSTPC","F3OTEXPC","F3EQUITR","F3PGGCPC","F3INVRPC","F3RSRCPC","F3PBSVPC","F3ACSPPC","F3STSVPC","F3INSUPC","F3SAFBPC","F3SWINSP","F3SWRSRP","F3SWPBSP","F3SWACSP","F3SWSTSP","F3SWISPP","F3SWOTEP","F3SWCREP","F1SWCREP","F1SWINSP","F1SWRSRP","F1SWPBSP","F1SWACSP","F1SWSTSP","F1SWISPP","F1SWOTEP","F2SWCREP","F2SWINSP","F2SWRSRP","F2SWPBSP","F2SWACSP","F2SWSTSP","F2SWISPP","F2SWOTEP","SALTOTL","SalProf","SalAssc","SalAsst","SalInst","Sallect","SALNRNK","SFTETOTL","SFTEPSTC","SFTELCAI","CINSON","COTSON","CINSOFF","COTSOFF","TUFEYR2","TUFEYR3","PRCH_EF","IDX_EF","PRCH_F","IDX_F","PRCH_SFA","IDX_SFA"
243106,1,1,1,2,2,32,1,0,1,0,0,-2,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,1,0,1,0,1,1,1,1,1,1,1,0,2,1878,144,55,1878,144,55,3900,144,114,2019,1870,149,2022,1878,144,4041,3892,149,4070,3926,144,100,0,0,,,,3396,3396,955,64,2314,0,0,0,94,4,1,1,0,55,3151,245,0,0,0,12,88,85,5,0,0,0,61,29,2,5,0,3,361,1,8,38195038.00,,3,61,0,35,0,0,1,36482399.00,47,0,0,7,8,12,26,59,-265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,60,0,0,49,52,55,0,,,,,,,,,59772,74920,64293,54372,34436,,,354,141,14,,,17804,19852,2019,2022,-2,-2,-2,-2,-2,-2
243115,1,1,1,2,2,32,1,0,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1904,149,56,1904,149,56,3926,149,115,2014,1870,144,2083,1904,179,4035,3891,144,4105,3926,179,100,0,0,1,94,5,4150,4150,937,130,2995,0,0,0,100,0,0,0,0,59,3859,291,0,0,0,0,100,55,2,2,0,36,65,27,3,5,0,0,375,2,3,51811775.00,,2,62,0,34,0,0,1,47813292.00,48,1,0,7,8,12,25,63,-447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,65,47,,46,55,57,0,,,,,,,,,58089,67800,59423,52333,38456,,,467,186,19,,,17865,19887,2014,2083,-2,-2,-2,-2,-2,-2
243133,1,1,1,2,2,32,1,0,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,0,1,2,-2,1,335,2,-2,1,335,30,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1878,144,55,1878,144,55,3900,144,114,2014,1870,144,2083,1904,179,4036,3892,144,4105,3926,179,100,0,0,,,,4927,4927,1147,99,3586,0,0,0,100,0,0,0,0,51,4301,626,0,0,0,5,95,38,0,2,0,1,64,25,1,11,0,0,265,0,58,57293658.00,,5,66,0,29,0,0,0,56885394.00,49,0,4,6,11,11,20,60,-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,60,49,48,47,46,52,0,,,,,,,,,49818,60146,52313,45548,32665,,,502,215,20,,,17865,19887,2014,2083,-2,-2,-2,-2,-2,-2
243142,1,1,1,2,1,33,1,1,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2815,216,55,2815,216,55,5847,216,114,3056,2805,251,3107,2856,251,6088,5837,251,6139,5888,251,100,0,0,,,,3920,3920,934,267,2618,0,0,0,98,1,1,0,0,61,3194,726,0,0,0,5,95,81,19,0,0,0,63,32,0,5,0,0,429,0,0,45421196.00,,5,61,0,33,0,0,1,41094262.00,39,0,1,16,9,15,19,64,-271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,65,68,23,47,47,53,0,,,,,,,,,54295,71334,56938,52747,38213,,,383,145,22,,,19973,23005,3056,3107,-2,-2,-2,-2,-2,-2
243151,1,1,1,2,1,31,1,0,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,1,1,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,30,1,2,3,,2,1,1,0,1,0,2,1,1,1,1,1,1,0,1,1904,179,56,1904,179,56,3925,179,115,2049,1870,179,2083,1904,179,4070,3891,179,4104,3925,179,100,0,0,3,95,2,3766,3766,808,64,2877,0,0,0,100,0,0,0,0,65,3488,278,0,0,0,0,100,92,8,0,0,0,65,26,9,0,0,0,561,0,0,52005224.00,,4,67,0,28,1,0,1,51332838.00,41,4,0,9,7,20,19,66,-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,64,42,37,47,56,53,0,,,,,,,,,61141,73652,54007,61810,40007,,41110,501,172,26,16210,18231,17865,19886,2049,2083,-2,-2,-2,-2,-2,-2
243179,1,1,1,2,2,32,1,0,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,1,1,1,0,2,1,1,1,1,1,1,0,2,1878,144,55,1878,144,55,3900,144,114,2049,1870,179,2083,1904,179,4071,3892,179,4104,3925,179,100,0,0,1,93,6,4037,4037,972,77,2882,0,0,0,92,1,1,6,0,64,3718,319,0,0,0,0,100,24,1,76,0,0,67,20,0,3,10,0,471,0,0,61499592.00,,3,68,0,28,0,0,1,60174712.00,48,3,0,6,8,16,17,65,-277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,63,40,48,43,52,55,0,,,,,,,,,54108,58832,50204,45445,34551,,,556,199,14,,,17865,19886,2049,2083,-2,-2,-2,-2,-2,-2
243188,1,1,1,2,2,40,1,0,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,0,1,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,1,0,1,0,2,1,1,1,1,1,1,0,1,1878,144,55,1878,144,55,3900,144,114,2049,1870,179,2083,1904,179,4071,3892,179,4105,3926,179,100,0,0,1,94,5,1469,1469,651,21,757,0,0,0,86,1,1,12,0,52,1373,96,0,0,0,0,100,86,4,9,0,0,61,31,3,0,3,1,645,1,0,21729406.00,,2,70,0,27,0,0,1,21650271.00,42,0,1,8,11,20,19,66,-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,64,8,31,53,53,48,0,,,,,,,,,47913,57848,51312,45730,34899,,,250,78,10,,,17865,19887,2049,2083,-2,-2,-2,-2,-2,-2
243197,1,1,1,2,1,21,1,0,1,0,0,-2,1,0,1,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,2,-2,1,141,2,-2,1,141,0,2,,3,,2,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1878,144,55,1878,144,55,3900,144,114,2049,1870,179,2083,1904,179,4071,3892,179,4105,3926,179,98,0,0,,,,13314,12281,2333,313,9341,0,0,0,94,0,0,6,0,46,11328,953,0,0,0,0,100,43,11,1,0,4,38,16,0,40,3,3,441,18,23,265891468.00,,4,66,0,26,3,0,2,270390478.00,34,16,11,8,4,15,11,66,-309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,65,34,51,46,43,51,0,,,,,,,,,76078,83812,71686,63541,46176,,,2614,854,54,,,17865,19887,2049,2083,-2,-2,-2,-2,-2,-2
243212,1,1,1,2,2,32,1,0,1,0,0,-2,0,0,0,0,0,2,1,0,1,0,1,1,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,1,0,1,0,2,1,1,1,1,1,1,0,2,1878,144,55,1878,144,55,3900,144,114,2014,1870,144,2083,1904,179,4036,3892,144,4105,3926,179,100,0,0,1,93,5,3630,3630,889,72,2669,0,0,0,100,0,0,0,0,57,3401,229,0,0,0,0,100,81,8,0,0,2,64,24,1,5,0,6,409,1,8,42684960.00,,3,60,0,37,0,0,0,38718923.00,40,2,2,7,9,14,26,60,-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,65,19,50,50,49,53,0,,,,,,,,,49543,58362,48030,46846,39690,,,393,134,20,,,17865,19887,2014,2083,-2,-2,-2,-2,-2,-2
243221,1,1,1,2,2,16,1,0,1,0,0,-2,1,1,1,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,2,-2,1,335,2,-2,1,335,20,1,770,3,,2,1,1,1,1,0,1,1,1,1,1,1,1,0,2,1878,144,55,1878,144,55,4456,144,114,2019,1870,149,2078,1904,174,4518,4369,149,4630,4456,174,90,0,0,6,87,7,16872,13472,2759,368,10136,0,0,0,88,1,0,10,0,62,12057,1415,0,0,0,0,100,61,37,1,0,0,50,17,2,30,0,1,1143,1,1,295663959.00,,5,76,0,17,0,0,1,289735007.00,49,8,2,15,6,9,11,68,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,64,28,35,49,53,51,0,,,,,,,,,45908,51842,45324,41982,32550,,34979,2860,1215,125,17860,20412,18658,21210,2019,2078,-2,-2,-2,-2,-2,-2
243346,1,2,1,2,2,33,1,1,1,0,0,-2,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,15,2,,3,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,4920,900,205,4920,900,205,4920,900,205,5820,4920,900,5820,4920,900,5820,4920,900,5820,4920,900,100,0,0,1,66,34,12401,11000,1799,493,8708,0,0,0,100,0,0,0,0,60,7720,3280,0,0,0,0,100,8,1,39,0,11,45,11,20,20,0,4,104,41,0,,,,,,,,,,,,,,,,,,,,,79432201.00,88,8,0,-1,4,76823425.00,44,1,4,6,9,35,1,53,2080,69,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,65,44,27,30,43,22,0,36341,46104,41080,36846,31424,,,929,449,51,,,20320,20320,5820,5820,-2,-2,-2,-2,-2,-2
243443,1,2,1,2,2,22,1,0,1,0,0,30,1,0,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,1,2,-2,2,-2,2,-2,2,-2,15,1,550,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,4800,1200,200,4800,1200,200,4800,1200,200,5780,4680,1100,6000,4800,1200,5780,4680,1100,6000,4800,1200,100,0,0,0,76,24,4821,4302,632,369,3184,0,0,0,100,0,0,0,0,61,3668,634,0,0,13,46,42,47,3,31,0,7,48,19,3,7,0,24,213,0,11,,,,,,,,,,,,,,,,,,,,,35799598.00,86,9,1,0,4,43143322.00,35,0,0,9,10,13,33,49,4709,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,63,,,46,51,58,7,33947,38058,31127,29638,26132,,,425,163,34,20400,20400,21300,21300,5780,6000,-2,-2,-2,-2,-2,-2
243568,1,2,1,2,2,52,1,0,1,0,0,-2,1,0,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,2,2,-2,2,-2,2,-2,2,-2,25,2,,3,,2,1,1,0,1,0,2,1,1,1,1,0,0,0,2,6912,2561,180,6912,2561,180,6912,2561,180,10470,7920,2550,10470,7920,2550,10470,7920,2550,10470,7920,2550,100,0,0,,,,446,131,16,25,90,0,0,0,75,0,0,25,0,75,104,27,0,0,0,0,100,38,0,11,0,0,27,5,8,55,2,4,1136,2,49,,,,,,,,,,,,,,,,,,,,,21230504.00,51,37,0,0,12,20023413.00,19,33,0,12,2,16,17,44,6641,84,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,55,40,,44,63,38,3,27660,37800,27101,27214,18972,,,297,93,15,,,32124,32124,10470,10470,-2,-2,-2,-2,-2,-2
243577,1,2,1,2,2,54,1,0,1,0,0,-2,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,2,2,-2,2,-2,2,-2,2,-2,30,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,7488,840,208,7488,840,208,7488,840,208,8040,7200,840,8328,7488,840,8040,7200,840,8328,7488,840,100,0,0,2,66,32,4228,3357,422,218,2694,0,0,0,100,0,0,0,0,20,1492,1865,0,0,0,11,88,38,5,39,0,6,66,0,2,6,18,7,169,1,11,,,,,,,,,,,,,,,,,,,,,32532955.00,87,10,0,1,2,30794206.00,47,5,0,6,17,24,1,57,3771,61,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,51,0,,63,57,49,0,34212,39872,33036,30764,22253,,,360,157,35,,,29798,29798,8040,8328,-2,-2,1,243577,-2,-2
243586,1,2,1,2,-2,32,1,0,1,0,0,30,1,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,4680,468,195,4680,468,195,4680,468,195,5028,4560,468,5148,4680,468,5028,4560,468,5148,4680,468,100,0,0,3,74,23,1575,1462,261,119,1064,0,0,0,99,0,0,1,0,60,1279,183,0,0,1,21,78,1,98,0,0,0,86,0,3,11,0,0,190,0,0,,,,,,,,,,,,,,,,,,,,,15898331.00,93,6,0,-1,2,16078080.00,59,0,2,7,12,20,0,60,2661,71,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,59,17,54,31,46,34,0,33371,47094,38170,32124,26623,,25439,100,50,4,,,17083,17083,5028,5148,-2,-2,2,241410,-2,-2
243601,1,2,1,2,2,21,1,1,1,0,0,-2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,-2,2,-2,2,-2,2,-2,15,2,,3,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,4920,900,205,4920,900,205,4920,900,205,5820,4920,900,5820,4920,900,5820,4920,900,5820,4920,900,100,0,0,1,66,33,17167,14170,2396,581,11193,0,0,0,100,0,0,0,0,58,10160,4010,0,0,0,0,100,2,0,98,0,0,44,8,0,46,1,0,85,0,1,,,,,,,,,,,,,,,,,,,,,115029751.00,88,9,1,-1,3,113901157.00,41,1,4,5,7,42,1,46,1493,74,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,62,18,25,35,39,16,0,39886,50619,40627,37792,31828,,,1037,495,85,,,20320,20320,5820,5820,-2,-2,-2,-2,-2,-2
243638,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,2,2,-2,2,-2,2,-2,2,-2,10,1,196,1,,2,1,0,0,1,0,2,1,1,1,1,1,1,0,1,4050,700,135,4050,700,135,4050,700,135,4750,4050,700,4750,4050,700,4750,4050,700,4750,4050,700,100,0,0,1,86,13,2090,2090,760,0,1319,0,100,0,0,0,0,0,0,58,1470,620,100,0,0,0,100,62,3,35,0,0,65,13,18,3,0,1,234,0,0,19742463.00,,4,0,0,93,0,3,1,18797360.00,39,0,0,4,7,20,30,47,84,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,58,,,38,67,49,9,,,,,,,,,31221,44256,26600,21987,16625,,,427,132,46,11513,11513,11930,11930,4750,4750,-2,-2,-2,-2,-2,-2
243647,1,4,1,2,2,40,1,1,1,-2,1,-2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,2,2,-2,2,-2,2,-2,2,-2,10,1,137,1,,2,1,0,1,1,0,1,1,1,1,1,1,0,0,1,2640,610,110,2640,610,110,3000,610,125,3250,2640,610,3250,2640,610,3610,3000,610,3610,3000,610,82,16,0,,,,587,587,148,2,426,0,100,0,0,0,0,0,0,54,361,226,99,1,0,5,95,96,4,0,0,0,,,,,,,,0,0,10891176.00,,24,22,0,45,0,0,8,8553082.00,41,11,0,4,12,15,18,43,-9,9461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,23,,69,63,47,18,,,,,,,,,13933,,15985,,14187,,8557,166,51,30,9031,9391,7950,8310,3250,3250,-2,-2,-2,-2,-2,-2
243665,1,1,1,1,2,22,1,1,1,1,0,-2,1,1,1,0,0,2,1,0,1,0,1,1,1,1,1,1,0,1,2,-2,1,369,2,-2,2,-2,25,1,480,1,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,4630,604,154,4630,604,154,13892,604,463,5014,4410,604,5235,4631,604,13834,13230,604,14496,13892,604,97,3,0,,,,2370,2112,345,92,1547,0,0,70,9,5,1,8,6,67,1422,690,0,0,2,58,41,93,1,6,0,0,57,22,0,15,5,1,415,0,0,76434646.00,,21,0,35,34,3,-4,10,76685494.00,22,14,9,7,5,20,23,59,-1,29733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,68,38,48,59,43,27,17,,,,,,,,,60794,76521,64012,51681,44562,,,525,255,31,19915,29176,21681,30942,5014,5235,-2,-2,-2,-2,-2,-2
243744,1,2,1,2,1,15,1,0,1,0,0,-2,1,1,1,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,127,1,127,1,127,1,127,90,1,11302,2,,1,2,0,0,0,0,1,1,1,1,1,1,1,0,2,47331,609,,47331,609,,47331,609,,46320,45729,591,47940,47331,609,46320,45729,591,47940,47331,609,35,53,12,,,,17184,7034,1738,39,5255,1,21,6,16,36,10,0,9,49,7034,0,0,21,0,0,100,65,18,12,0,1,43,9,10,16,2,21,7003,3,1,,,,,,,,,,,,,,,,,,,,,4780889000.00,9,25,33,25,8,3927020000.00,43,31,0,4,6,13,4,63,1464504,84,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42,42,,42,42,42,0,199387,234970,150174,126872,,,,14432,5029,396,66696,66696,,,46320,47940,-2,-2,-2,-2,-2,-2
243780,1,1,1,2,2,15,1,0,1,1,0,-2,1,1,1,1,0,2,1,0,1,0,1,1,0,1,1,1,1,1,1,107,1,107,1,107,1,107,60,1,13021,2,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,2,9208,794,348,9208,794,348,28010,794,948,10002,9208,794,10002,9208,794,28804,28010,794,28804,28010,794,54,33,13,1,95,4,41513,31105,7443,1074,22332,0,7,3,5,64,2,3,17,42,29309,1796,0,7,1,15,84,22,1,70,0,0,32,11,5,39,3,10,809,1,6,1546786446.00,,42,20,1,17,12,-1,11,1512474690.00,47,18,9,10,2,9,4,61,77,56379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,54,45,45,40,40,47,0,,,,,,,,,106817,135900,97549,88777,64277,54159,,10441,2764,353,23032,41834,22462,41264,10002,10002,-2,-2,-2,-2,-2,-2
243823,1,2,1,2,2,53,1,1,1,1,0,-2,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,50,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,24696,479,686,24696,479,686,24696,479,686,15052,14832,220,15276,14976,300,15052,14832,220,15276,14976,300,100,0,0,,,,1128,261,38,121,102,0,8,30,20,41,1,1,0,74,200,61,1,7,2,35,63,28,1,54,0,0,57,0,5,35,0,2,365,1,17,,,,,,,,,,,,,,,,,,,,,34103277.00,92,0,2,3,3,32662104.00,34,2,0,6,11,37,10,53,26610,89,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,57,52,0,45,46,40,33,53504,67432,57882,48022,42447,51119,,238,88,27,,,33456,33456,15052,15276,-2,-2,-2,-2,-2,-2
243832,1,2,1,2,2,33,1,1,1,1,0,-2,1,0,0,0,0,2,1,1,0,0,0,1,1,1,1,1,1,2,2,-2,2,-2,2,-2,2,-2,15,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,5100,840,170,5100,840,170,6438,3918,174,5940,5100,840,5940,5100,840,10878,6960,3918,10356,6438,3918,75,25,0,,,,1690,1574,97,369,1099,0,0,0,100,0,0,0,0,67,971,603,0,0,28,33,39,91,7,1,0,0,40,7,22,26,1,3,218,0,0,,,,,,,,,,,,,,,,,,,,,12217997.00,91,8,0,0,1,11959405.00,28,1,0,16,18,16,21,38,,60,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,46,62,46,34,40,44,0,20082,,,,20082,,,181,41,16,,,17530,21946,5940,5940,-2,-2,1,243832,-2,-2
243841,1,6,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,0,2,,3,,2,1,0,0,1,0,2,1,1,1,1,1,0,0,1,6720,0,200,6720,0,200,6720,0,200,6800,6800,0,6540,6540,0,6800,6800,0,6540,6540,0,100,0,0,3,54,42,728,728,222,195,311,0,0,0,100,0,0,0,0,73,645,83,0,0,0,0,100,29,0,71,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479320.00,18,0,82,1769,0,7916,6401219.00,33,1,75,0,0,0,0,66,0,0,42,55,,,29,,,0,37,,,,,,,,,,,,,,,,,24338,,,,24338,,,80,29,4,,,13580,13580,6800,6540,-2,-2,1,243841,-2,-2
244233,1,2,1,2,2,40,1,0,1,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,25,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,11520,1578,320,11520,1578,320,11520,1578,320,13068,11520,1548,13098,11520,1578,13068,11520,1548,13098,11520,1578,100,0,0,,,,438,438,18,43,374,0,1,64,18,13,4,0,0,76,272,166,0,1,17,11,72,90,5,0,4,0,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,8265655.00,88,0,0,4,8,8339183.00,40,0,0,2,34,23,0,53,,66,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,67,,,34,40,34,,37528,,,,37528,,,75,32,3,,,30524,30524,13068,13098,-2,-2,1,244233,-2,-2
244437,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,2,2,-2,2,-2,2,-2,2,-2,20,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,2181,1080,91,2181,1080,91,8256,1080,344,3213,2181,1032,3261,2181,1080,9288,8256,1032,9336,8256,1080,79,4,11,8,60,32,18727,18727,3017,1265,12443,0,10,43,10,26,5,1,5,59,6743,11984,0,9,16,21,63,46,3,47,0,4,65,19,4,7,2,3,185,0,0,139799896.00,,34,34,0,30,1,0,1,137828662.00,43,0,0,14,11,15,17,60,48,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,69,,5,50,64,35,0,,,,,,,,,44539,58039,49866,41127,37754,35587,88811,742,566,24,,,15001,21076,3213,3261,-2,-2,3,139940,-2,-2
244446,1,4,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,25,2,,3,,2,1,0,0,1,0,1,1,1,1,1,1,1,0,1,2136,714,89,2136,714,89,4272,714,176,2840,2136,704,2850,2136,714,4976,4272,704,4986,4272,714,100,0,0,14,28,57,4103,4103,619,1205,1530,0,3,79,3,10,2,1,1,64,896,3207,0,2,22,32,46,96,2,0,1,0,64,27,3,5,1,1,170,0,0,37004780.00,,15,39,0,32,3,0,11,38688075.00,29,0,0,22,12,29,8,64,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,57,,,58,59,36,0,,,,,,,,,41730,,,,,,41730,477,237,49,,,16056,18192,2840,2850,-2,-2,-2,-2,-2,-2
245342,1,6,1,2,2,40,1,1,1,-2,0,-2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,2,2,-2,2,-2,2,-2,2,-2,100,2,,3,,2,1,0,0,1,0,2,1,1,1,1,1,0,0,1,11781,869,,11781,869,,11781,869,,12724,11851,873,12650,11781,869,12724,11851,873,12650,11781,869,90,10,0,,,,880,880,110,38,732,0,0,89,0,8,1,1,0,37,880,0,0,0,0,0,100,88,7,5,1,0,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18578898.00,100,0,0,11298,17,27,10817981.00,32,45,70,0,0,0,0,3,18,2,49,97,,,0,87,0,0,47,,,,,,,,,,,,,,,,,39477,,,,39477,,,79,38,20,,,24698,24698,12724,12650,-2,-2,1,245342,-2,-2
