UNITID,EFFT,EFLEVEL
147244,445,31
147341,1124,30
147341,285,31
147369,2275,30
147369,276,31
147378,6186,30
147378,1775,31
147396,90,30
147396,36,31
147411,1253,30
147411,369,31
147439,48,30
147439,24,31
147536,901,30
147536,313,31
147590,54,30
147642,17,30
147642,6,31
147660,2534,30
147660,589,31
147679,1884,30
147679,378,31
147703,12323,30
147703,1784,31
147749,93,30
147749,28,31
147767,8249,30
147767,1985,31
147776,4268,30
147776,767,31
147800,2596,30
147800,523,31
147819,51,30
147819,29,31
147828,3019,30
147828,704,31
147916,2978,30
147916,666,31
148007,1400,30
148007,213,31
148016,461,30
148016,112,31
148098,32,30
148098,6,31
148131,1035,30
148131,287,31
148140,111,30
148140,14,31
148177,631,30
148177,80,31
148256,1135,30
148256,476,31
148292,864,30
148292,275,31
148335,2253,30
148335,548,31
148380,2999,30
148380,898,31
148399,294,30
148399,108,31
148405,909,30
148405,160,31
148487,2250,30
148487,336,31
148496,2101,30
148496,495,31
148511,83,30
148575,301,30
148584,1320,30
148584,215,31
148593,126,30
148627,2599,30
148627,616,31
148654,1896,30
148654,295,31
148672,792,30
148672,282,31
148821,739,30
148821,82,31
148849,66,30
148849,20,31
148876,1065,30
148876,179,31
148937,636,30
148937,253,31
148955,61,30
148955,37,31
148991,727,30
148991,209,31
149028,166,30
149028,,31
149204,43,30
149204,7,31
149222,10509,30
149222,1669,31
149231,9883,30
149231,1921,31
149310,92,30
149310,20,31
149329,70,30
149329,20,31
149365,1328,30
149365,370,31
149499,11,30
149499,3,31
149505,903,30
149505,160,31
149514,631,30
149514,147,31
149532,3107,30
149532,629,31
149550,129,30
149550,24,31
149639,101,30
149639,21,31
149727,3101,30
149727,1024,31
149763,414,30
149772,7482,30
149772,1465,31
149781,2400,30
149781,588,31
149842,4331,30
149842,1575,31
150048,466,30
150048,267,31
150066,1590,30
150066,423,31
150136,15018,30
150136,3866,31
150145,1127,30
150145,241,31
150163,4171,30
150163,1255,31
150172,489,30
150172,108,31
150251,60,30
150251,31,31
150303,116,30
150303,28,31
150400,2178,30
150400,559,31
150428,21,30
150428,5,31
150437,22,30
150437,13,31
150455,991,30
150455,355,31
150534,2107,30
150534,537,31
150604,958,30
150604,238,31
150668,741,30
150668,185,31
150677,1483,30
150677,403,31
150695,54,30
150695,24,31
150756,1080,30
150756,308,31
150765,60,30
150765,8,31
150774,567,30
150774,215,31
150853,99,30
150853,58,31
150941,871,30
150941,196,31
150987,22742,30
150987,5342,31
151102,6335,30
151102,1517,31
151111,17287,30
151111,3836,31
151166,1780,30
151166,84,31
151263,3589,30
151263,1000,31
151290,4302,30
151290,732,31
151306,6661,30
151306,1661,31
151324,9347,30
151324,2435,31
151333,2081,30
151333,480,31
151342,3779,30
151342,860,31
151351,31884,30
151351,7654,31
151360,2735,30
151360,560,31
151379,3302,30
151379,873,31
151388,1850,30
151388,346,31
151458,314,30
151458,137,31
151467,277,30
151467,115,31
151564,13,30
151564,8,31
151607,80,30
151607,20,31
151616,178,30
151652,155,30
151652,86,31
151661,930,30
151661,355,31
151777,1247,30
151777,389,31
151786,1761,30
151786,390,31
151801,2618,30
151801,684,31
151810,178,30
151810,14,31
151944,131,30
151962,78,30
151962,34,31
152044,4,30
152044,3,31
152080,8480,30
152080,2046,31
152099,450,30
152099,86,31
152150,17,30
152150,8,31
152248,4345,30
152248,826,31
152266,1887,30
152266,378,31
152275,97,30
152275,16,31
152309,71,30
152309,12,31
152318,2171,30
152318,543,31
152327,15,30
152327,2,31
152336,1475,30
152336,339,31
152363,884,30
152363,222,31
152381,410,30
152381,79,31
152390,1566,30
152390,432,31
152415,218,30
152415,95,31
152497,118,30
152497,4,31
152530,1806,30
152530,472,31
152567,1703,30
152567,461,31
152600,3196,30
152600,862,31
152628,19,30
152628,10,31
152637,4701,30
152637,1876,31
152673,841,30
152673,215,31
152798,268,30
152992,788,30
152992,210,31
153001,1523,30
153001,183,31
153074,204,30
153074,35,31
153083,143,30
153083,13,31
153108,1176,30
153108,323,31
153126,732,30
153126,158,31
153144,1305,30
153144,374,31
153162,973,30
153162,287,31
153171,6,30
153171,2,31
153214,6348,30
153214,1867,31
153241,61,30
153241,4,31
153250,1367,30
153250,391,31
153269,3091,30
153269,765,31
153278,1679,30
153278,435,31
153296,597,30
153296,290,31
153302,230,30
153302,65,31
153311,1758,30
153311,548,31
153320,194,30
153320,74,31
153339,18,30
153339,11,31
153366,1166,30
153366,257,31
153375,1643,30
153375,336,31
153384,1653,30
153384,413,31
153409,55,30
153409,,31
153418,217,30
153418,2,31
153427,163,30
153427,76,31
153445,2572,30
153445,839,31
153463,28,30
153463,14,31
153472,2085,30
153472,770,31
153524,2732,30
153524,1157,31
153533,987,30
153533,318,31
153542,18,30
153588,24,30
153588,10,31
153597,87,30
153597,24,31
153603,28791,30
153603,6145,31
153621,479,30
153621,204,31
153630,2826,30
153630,921,31
153658,20690,30
153658,5224,31
153737,5641,30
153737,2040,31
153746,43,30
153746,33,31
153764,94,30
153764,75,31
153773,79,30
153773,59,31
153782,51,30
153782,39,31
153825,1400,30
153825,328,31
153834,2107,30
153834,520,31
153861,307,30
153861,20,31
153922,756,30
153922,323,31
153977,474,30
153977,27,31
154004,1293,30
154004,340,31
154013,1046,30
154013,237,31
154022,35250,30
154022,731,31
154059,1317,30
154059,617,31
154095,9119,30
154095,1962,31
154101,1041,30
154101,281,31
154110,1239,30
154110,392,31
154129,581,30
154129,240,31
154165,57,30
154165,20,31
154174,31,30
154174,1,31
154208,102,30
154208,22,31
154235,2187,30
154235,453,31
154262,119,30
154262,3,31
154332,86,30
154332,72,31
154341,47,30
154341,37,31
154350,1379,30
154350,348,31
154378,1245,30
154378,410,31
154396,703,30
154396,283,31
154448,155,30
154448,39,31
154457,24,30
154457,5,31
154466,41,30
154466,10,31
154493,2224,30
154493,214,31
154518,1413,30
154518,132,31
154527,1433,30
154527,445,31
154545,23,30
154545,8,31
154572,1695,30
154572,495,31
154590,1111,30
154590,233,31
154642,982,30
154642,303,31
154688,1084,30
154688,238,31
154697,792,30
154697,343,31
154712,1922,30
154712,517,31
154721,640,30
154721,212,31
154749,441,30
154749,101,31
154767,171,30
154776,149,30
154776,15,31
154794,107,30
154794,27,31
154800,3767,30
154800,1462,31
154855,791,30
154855,99,31
154907,781,30
154907,288,31
154925,905,30
154925,427,31
154934,532,30
154934,218,31
154952,1396,30
154952,421,31
154998,831,30
154998,422,31
155007,236,30
155007,82,31
155025,3370,30
155025,663,31
155052,305,30
155052,93,31
155061,5673,30
155061,931,31
155070,199,30
155070,36,31
155089,920,30
155089,163,31
155098,810,30
155098,275,31
155104,1102,30
155104,523,31
155140,787,30
155140,176,31
155159,62,30
155159,19,31
155177,382,30
155177,139,31
155186,1130,30
155186,493,31
155195,2254,30
155195,935,31
155201,516,30
155201,258,31
155210,5051,30
155210,1537,31
155283,505,30
155283,134,31
155292,1749,30
155292,537,31
155308,87,30
155308,35,31
155317,16987,30
155317,4130,31
155335,968,30
155335,180,31
155353,48,30
155353,26,31
155399,17562,30
155399,3531,31
155414,638,30
155414,165,31
155423,228,30
155423,61,31
155450,630,30
155450,240,31
155487,322,30
155487,61,31
155496,194,30
155496,60,31
155511,657,30
155511,195,31
155520,995,30
155520,179,31
155566,777,30
155566,321,31
155593,517,30
155593,207,31
155618,338,30
155618,177,31
155627,621,30
155627,190,31
155636,1,30
155636,,31
155681,5247,30
155681,1007,31
155715,593,30
155715,313,31
155812,646,30
155812,122,31
155830,189,30
155830,77,31
155858,827,30
155858,372,31
155900,508,30
155900,182,31
155937,587,30
155937,128,31
155973,522,30
155973,136,31
156082,3781,30
156082,849,31
156107,975,30
156107,316,31
156125,8566,30
156125,1446,31
156134,747,30
156134,147,31
156189,572,30
156189,156,31
156213,1298,30
156213,306,31
156231,1517,30
156231,353,31
156277,64,30
156277,31,31
156286,2457,30
156286,634,31
156295,1610,30
156295,418,31
156310,170,30
156310,32,31
156338,1729,30
156338,258,31
156356,707,30
156356,123,31
156365,1997,30
156365,582,31
156392,4538,30
156392,1347,31
156408,1420,30
156408,400,31
156417,79,30
156417,4,31
156426,163,30
156426,29,31
156471,630,30
156471,25,31
156541,1738,30
156541,409,31
156620,11002,30
156620,2562,31
156648,2296,30
156648,686,31
156745,917,30
156745,297,31
156754,40,30
156754,16,31
156790,1266,30
156790,394,31
156842,183,30
156842,9,31
156851,481,30
156851,134,31
156860,1116,30
156860,167,31
156921,3434,30
156921,841,31
156967,72,30
156967,5,31
157021,201,30
157021,11,31
157030,61,30
157030,18,31
157058,1045,30
157058,194,31
157076,663,30
157076,194,31
157085,20772,30
157085,5051,31
157100,410,30
157100,148,31
157216,1984,30
157216,492,31
157270,247,30
157270,52,31
157289,12325,30
157289,2746,31
157304,1102,30
157304,213,31
157331,1448,30
157331,332,31
157377,747,30
157377,129,31
157386,5792,30
157386,1336,31
157401,6916,30
157401,1497,31
157438,1308,30
157438,286,31
157447,9119,30
157447,2106,31
157465,37,30
157465,17,31
157483,2193,30
157483,712,31
157535,1127,30
157535,328,31
157553,2078,30
157553,407,31
157599,405,30
157614,74,30
157614,27,31
157650,97,30
157650,55,31
157669,92,30
157669,49,31
157678,69,30
157678,34,31
157711,2744,30
157711,697,31
157739,1621,30
157739,285,31
157748,601,30
157748,141,31
157757,920,30
157757,151,31
157766,220,30
157766,63,31
157793,1563,30
157793,243,31
157809,1374,30
157809,414,31
157818,953,30
157818,242,31
157827,31,30
157827,13,31
157863,853,30
157863,264,31
157951,12967,30
157951,3131,31
158088,950,30
158088,471,31
158246,191,30
158246,109,31
158325,68,30
158334,23,30
158343,36,30
158343,18,31
158352,568,30
158352,186,31
158431,3504,30
158431,1024,31
158440,76,30
158440,11,31
158477,468,30
158477,130,31
158538,40,30
158538,32,31
158617,393,30
158617,220,31
158644,60,30
158644,44,31
158662,5404,30
158662,1317,31
158723,138,30
158723,84,31
158778,44,30
158778,21,31
158787,79,30
158787,40,31
158802,1179,30
158802,358,31
158884,763,30
158884,134,31
159009,3597,30
159009,846,31
159027,26,30
159027,24,31
159197,593,30
159197,136,31
159319,22,30
159319,10,31
159328,54,30
159328,26,31
159373,654,30
159382,1776,30
159382,483,31
159391,23036,30
159391,5470,31
159407,1386,30
159407,684,31
159416,1651,30
159416,252,31
159513,146,30
159513,17,31
159522,149,30
159522,12,31
159531,44,30
159531,5,31
159568,830,30
159568,248,31
159601,14,30
159601,10,31
159647,7434,30
159647,2013,31
159656,2274,30
159656,612,31
159717,5444,30
159717,1237,31
159939,4644,30
159939,850,31
159948,313,30
159948,70,31
159966,4585,30
159966,1078,31
159993,5149,30
159993,1343,31
160010,816,30
160010,234,31
160029,17,30
160038,5182,30
160038,1306,31
160065,439,30
160065,88,31
160074,508,30
160074,75,31
160117,67,30
160117,28,31
160126,26,30
160126,3,31
160135,52,30
160135,2,31
160199,62,30
160199,59,31
160320,2415,30
160320,252,31
160409,149,30
160409,28,31
160445,37,30
160445,6,31
160472,30,30
160472,20,31
160481,1025,30
160481,345,31
160524,323,30
160524,76,31
160579,1735,30
160579,550,31
160597,55,30
160597,2,31
160612,9010,30
160612,2011,31
160621,4328,30
160621,1066,31
160630,1371,30
160630,135,31
160649,1760,30
160649,670,31
160658,12859,30
160658,3015,31
160667,1202,30
160667,392,31
160755,6487,30
160755,1856,31
160904,2120,30
160904,760,31
160913,642,30
160913,121,31
160940,147,30
160940,,31
160959,311,30
160959,79,31
160977,1780,30
160977,498,31
160995,215,30
160995,35,31
161004,1798,30
161004,503,31
161022,56,30
161022,6,31
161077,1196,30
161077,513,31
161086,1879,30
161086,510,31
161138,1220,30
161138,426,31
161192,626,30
161192,186,31
161208,51,30
161208,9,31
161217,1350,30
161217,173,31
161226,1656,30
161226,435,31
161235,668,30
161235,162,31
161244,418,30
161244,118,31
161253,8082,30
161253,2199,31
161299,981,30
161299,246,31
161341,647,30
161341,167,31
161457,2337,30
161457,719,31
161484,421,30
161484,122,31
161493,135,30
161493,81,31
161509,428,30
161509,120,31
161518,994,30
161518,266,31
161527,145,30
161527,55,31
161545,2450,30
161545,862,31
161554,3700,30
161554,767,31
161563,846,30
161563,277,31
161572,705,30
161572,215,31
161581,225,30
161581,102,31
161615,13,30
161615,4,31
161651,29,30
161651,22,31
161688,1415,30
161688,439,31
161767,3878,30
161767,1236,31
161776,212,30
161776,93,31
161800,69,30
161800,24,31
161855,30,30
161855,8,31
161864,1293,30
161864,327,31
161873,1995,30
161873,138,31
162007,3931,30
162007,958,31
162061,343,30
162061,94,31
162104,939,30
162104,247,31
162122,2909,30
162122,1167,31
162168,654,30
162168,276,31
162210,697,30
162210,78,31
162283,1887,30
162283,383,31
162335,50,30
162335,3,31
162371,443,30
162371,169,31
162557,1940,30
162557,813,31
162584,4087,30
162584,829,31
162609,444,30
162609,185,31
162654,1436,30
162654,440,31
162681,127,30
162681,,31
162690,968,30
162690,356,31
162706,2087,30
162706,862,31
162760,1086,30
162760,219,31
162779,3511,30
162779,1176,31
162830,40,30
162830,7,31
162928,5589,30
162928,1368,31
162982,129,30
162982,28,31
163028,529,30
163028,151,31
163046,4030,30
163046,1095,31
163107,7,30
163107,2,31
163204,9478,30
163204,286,31
163259,704,30
163268,9474,30
163268,1518,31
163286,27309,30
163286,5703,31
163295,1654,30
163295,351,31
163338,2917,30
163338,698,31
163347,435,30
163347,61,31
163408,53,30
163408,13,31
163426,7469,30
163426,2070,31
163453,5738,30
163453,1123,31
163462,1627,30
163462,417,31
163532,295,30
163532,35,31
163541,192,30
163541,87,31
163578,515,30
163578,93,31
163657,3258,30
163657,1205,31
163736,245,30
163736,106,31
163754,15,30
163754,14,31
163815,43,30
163815,28,31
163851,7236,30
163851,1328,31
163912,1540,30
163912,334,31
163976,432,30
163976,127,31
164058,286,30
164058,101,31
164076,16827,30
164076,2750,31
164155,4526,30
164155,1179,31
164173,3065,30
164173,778,31
164216,1437,30
164216,410,31
164270,1523,30
164270,388,31
164313,810,30
164313,360,31
164368,481,30
164368,125,31
164438,117,30
164438,,31
164447,1347,30
164447,320,31
164465,1846,30
164465,471,31
164492,780,30
164492,218,31
164535,50,30
164535,10,31
164562,1982,30
164562,577,31
164580,2283,30
164580,588,31
164599,,30
164599,,31
164614,52,30
164614,9,31
164632,1415,30
164632,153,31
164641,524,30
164641,67,31
164678,80,30
164678,29,31
164720,1564,30
164720,417,31
164739,4076,30
164739,1041,31
164748,4875,30
164748,1230,31
164775,623,30
164775,185,31
164845,127,30
164845,88,31
164872,304,30
164872,22,31
164924,9486,30
164924,2240,31
164988,16199,30
164988,3551,31
165015,3591,30
165015,841,31
165024,7789,30
165024,1381,31
165033,3914,30
165033,1248,31
165060,168,30
165060,5,31
165112,4209,30
165112,1035,31
165167,239,30
165167,9,31
165194,929,30
165194,322,31
165255,83,30
165255,53,31
165264,34,30
165264,1,31
165334,2219,30
165334,543,31
165529,2109,30
165529,676,31
165556,244,30
165556,73,31
165574,1132,30
165574,436,31
165608,50,30
165608,3,31
165635,189,30
165635,34,31
165644,656,30
165644,166,31
165662,3733,30
165662,881,31
165671,1833,30
165671,596,31
165699,2783,30
165699,713,31
165750,65,30
165750,19,31
165802,1123,30
165802,261,31
165820,3422,30
165820,759,31
165866,3670,30
165866,739,31
165884,426,30
165884,198,31
165936,1559,30
165936,422,31
165981,619,30
165981,155,31
166009,10,30
166018,1305,30
166018,320,31
166027,6931,30
166027,1659,31
166045,1,30
166054,96,30
166054,13,31
166124,2689,30
166124,764,31
166133,2538,30
166133,929,31
166391,1747,30
166391,437,31
166407,26,30
166452,1532,30
166452,357,31
166489,39,30
166489,11,31
166498,133,30
166498,96,31
166513,9906,30
166513,1678,31
166586,19,30
166586,5,31
166595,14,30
166595,4,31
166629,21340,30
166629,4672,31
166638,9139,30
