"INSTNM","STABBR","ZIP","OBEREG","GBA6RTT","GBA6RTM","GBA6RTW"
"Benedictine College","KS","66002-1499",4,63,57,68
"Bethany College","KS","67456-1897",4,30,21,48
"Bethel College-North Newton","KS","67117-1716",4,47,44,50
"Central Christian College of Kansas","KS","67460-5740",4,20,18,21
"Donnelly College","KS","66102",4,,,
"Emporia State University","KS","66801-5415",4,50,42,54
"Fort Hays State University","KS","67601-4099",4,50,50,50
"Barclay College","KS","67059-0288",4,48,31,65
"Friends University","KS","67213",4,40,31,51
"Haskell Indian Nations University","KS","66046-4800",4,,,
"Hesston College","KS","67062-2093",4,75,0,90
"Concorde Career College-Kansas City","MO","64111",4,,,
"Kansas Christian College","KS","66204-1975",4,100,,100
"University of Kansas","KS","66045",4,66,65,67
"Newman University","KS","67213-2097",4,61,56,63
"Kansas State University","KS","66506",4,68,66,71
"Kansas Wesleyan University","KS","67401-6146",4,39,29,52
"Manhattan Christian College","KS","66502-4801",4,36,59,7
"McPherson College","KS","67460-1402",4,53,50,58
"MidAmerica Nazarene University","KS","66062-1899",4,44,33,55
"Ottawa University-Ottawa","KS","66067-3399",4,34,30,40
"Pittsburg State University","KS","66762",4,52,49,54
"University of Saint Mary","KS","66048-5082",4,47,39,58
"Southwestern College","KS","67156-2499",4,40,35,47
"Sterling College","KS","67579",4,43,35,52
"Tabor College","KS","67063-1799",4,47,36,63
"Washburn University","KS","66621-0001",4,44,35,51
"Wichita State University","KS","67260-0124",4,48,41,53
"Alice Lloyd College","KY","41844",5,29,29,30
"Asbury University","KY","40390-1198",5,65,59,69
"Bellarmine University","KY","40205-0671",5,65,68,64
"Berea College","KY","40404-2182",5,66,59,71
"Brescia University","KY","42301-3023",5,47,46,48
"Campbellsville University","KY","42718-2799",5,37,28,48
"Centre College","KY","40422-1394",5,86,83,90
"Clear Creek Baptist Bible College","KY","40977-9752",5,44,50,0
"Galen College of Nursing-Louisville","KY","40245",5,,,
"University of the Cumberlands","KY","40769",5,48,43,54
"Eastern Kentucky University","KY","40475-3102",5,52,47,55
"Georgetown College","KY","40324-1696",5,56,48,63
"American National University-Pikeville","KY","41501-1520",5,,,
"Kentucky Mountain Bible College","KY","41339",5,50,38,75
"Kentucky State University","KY","40601-2355",5,38,37,40
"Kentucky Wesleyan College","KY","42301",5,46,33,63
"University of Kentucky","KY","40506-0032",5,68,63,71
"Kentucky Christian University","KY","41143-1199",5,36,24,55
"Lindsey Wilson College","KY","42728-1223",5,40,31,46
"University of Louisville","KY","40292-0001",5,62,62,63
"Midway University","KY","40347-1120",5,59,,59
"Morehead State University","KY","40351",5,45,42,47
"Murray State University","KY","42071-3318",5,56,49,61
"Northern Kentucky University","KY","41099",5,50,46,53
"University of Pikeville","KY","41501",5,33,28,38
"The Southern Baptist Theological Seminary","KY","40280-0001",5,40,43,38
"Spalding University","KY","40203-2188",5,42,39,44
"Sullivan University","KY","40205-3013",5,,,
"Thomas More University","KY","41017-3495",5,51,42,62
"Transylvania University","KY","40508-1797",5,73,64,81
"Union College","KY","40906-1499",5,37,29,49
"Western Kentucky University","KY","42101-1000",5,57,52,61
"Centenary College of Louisiana","LA","71104",5,57,42,69
"Dillard University","LA","70122",5,52,39,56
"Grambling State University","LA","71245",5,29,20,38
"Louisiana State University-Alexandria","LA","71302-9121",5,27,24,30
"Louisiana State University and Agricultural & Mechanical College","LA","70803-2750",5,66,64,67
"Louisiana State University-Shreveport","LA","71115-2399",5,38,34,40
"Louisiana College","LA","71359",5,27,18,44
"Louisiana Tech University","LA","71272",5,58,55,63
"Loyola University New Orleans","LA","70118-6143",5,62,60,64
"McNeese State University","LA","70605",5,41,38,43
"University of New Orleans","LA","70148",5,39,35,43
"New Orleans Baptist Theological Seminary","LA","70126",5,59,65,30
"Nicholls State University","LA","70310",5,49,42,53
"University of Louisiana at Monroe","LA","71209-0000",5,53,52,54
"Northwestern State University of Louisiana","LA","71497-0002",5,44,42,45
"University of Holy Cross","LA","70131-7399",5,29,43,26
"Franciscan Missionaries of Our Lady University","LA","70808",5,25,0,32
"Saint Joseph Seminary College","LA","70457",5,32,32,
"Southeastern Louisiana University","LA","70402",5,38,32,41
"Southern University and A & M College","LA","70813",5,32,28,35
"Southern University at New Orleans","LA","70126",5,19,21,18
"University of Louisiana at Lafayette","LA","70503",5,50,45,54
"Tulane University of Louisiana","LA","70118-5698",5,86,82,89
"Xavier University of Louisiana","LA","70125-1098",5,48,40,51
"College of the Atlantic","ME","04609",1,67,76,63
"Bates College","ME","04240",1,92,91,92
"Beal University","ME","04401",1,,,
"Bowdoin College","ME","04011",1,94,92,95
"Maine College of Health Professions","ME","04240",1,,,
"Colby College","ME","04901-8840",1,87,86,88
"University of Maine at Augusta","ME","04330-9410",1,15,16,14
"University of Maine at Farmington","ME","04938-9978",1,55,56,55
"University of Maine at Fort Kent","ME","04743-1292",1,42,28,49
"University of Maine","ME","04469",1,57,55,58
"Maine Maritime Academy","ME","04420-0001",1,72,72,73
"University of Maine at Presque Isle","ME","04769-2888",1,35,27,40
"University of New England","ME","04005-9599",1,66,65,67
"Maine College of Art & Design","ME","04101-3494",1,44,50,41
"Saint Joseph's College of Maine","ME","04084-5236",1,68,74,65
"University of Southern Maine","ME","04103",1,34,28,39
"Thomas College","ME","04901-5097",1,51,51,51
"Unity College","ME","04260",1,55,52,57
"University of Baltimore","MD","21201-5720",2,38,33,42
"Bowie State University","MD","20715-9465",2,42,34,47
"Capitol Technology University","MD","20708",2,51,49,70
"Washington Adventist University","MD","20912",2,40,30,55
"Coppin State University","MD","21216-3698",2,26,35,22
"Frostburg State University","MD","21532-1099",2,48,41,55
"Goucher College","MD","21204-2794",2,59,52,62
"Hood College","MD","21701",2,66,62,68
"Johns Hopkins University","MD","21218-2688",2,95,93,96
"Loyola University Maryland","MD","21210-2699",2,81,77,83
"University of Maryland Global Campus","MD","20783-8010",2,11,7,13
"University of Maryland-Baltimore County","MD","21250",2,70,67,75
"University of Maryland-College Park","MD","20742",2,88,87,89
"Maryland Institute College of Art","MD","21217-4134",2,74,70,75
"University of Maryland Eastern Shore","MD","21853-1299",2,33,28,38
"Morgan State University","MD","21251-0001",2,44,40,47
"Mount St. Mary's University","MD","21727-7799",2,61,59,64
"Ner Israel Rabbinical College","MD","21208",2,35,35,
"Notre Dame of Maryland University","MD","21210-2476",2,59,,59
"Salisbury University","MD","21801-6862",2,72,66,77
"St. Mary's College of Maryland","MD","20686",2,73,69,75
"St. John's College","MD","21401",2,75,72,80
"Towson University","MD","21252-0001",2,72,66,76
"United States Naval Academy","MD","21402-1300",0,91,91,93
"Stevenson University","MD","21153-0641",2,59,51,64
"Washington College","MD","21620-1438",2,75,66,82
"McDaniel College","MD","21157",2,65,63,67
"Hult International Business School","MA","02141",1,63,59,71
"American International College","MA","01109",1,42,36,49
"Amherst College","MA","01002-5000",1,92,92,93
"Anna Maria College","MA","01612-1198",1,48,34,58
"Assumption University","MA","01609-1296",1,72,66,75
"Babson College","MA","02457-0310",1,94,93,94
"Boston Baptist College","MA","02136-4030",1,80,71,100
"Bay Path University","MA","01106",1,51,,51
"Bay State College","MA","02116",1,11,6,20
"Bentley University","MA","02452-4705",1,88,85,93
"Berklee College of Music","MA","02215",1,69,65,75
"Boston Architectural College","MA","02115-2703",1,68,82,55
"Boston College","MA","02467",1,91,90,92
"Boston University","MA","02215",1,89,88,90
"Brandeis University","MA","02454-9110",1,88,86,89
"Bridgewater State University","MA","02325",1,62,54,69
"Cambridge College","MA","02129",1,0,0,0
"Laboure College","MA","02186",1,,,
"Clark University","MA","01610-1477",1,79,80,78
"Curry College","MA","02186-2395",1,55,50,59
"Dean College","MA","02038-1941",1,43,36,49
"Eastern Nazarene College","MA","02170-2999",1,56,53,60
"Emerson College","MA","02116-4624",1,79,77,80
"Emmanuel College","MA","02115",1,70,70,70
"Endicott College","MA","01915",1,78,73,81
"Fisher College","MA","02116",1,38,37,39
"Fitchburg State University","MA","01420-2697",1,57,54,60
"Framingham State University","MA","01701-9101",1,50,46,52
"Benjamin Franklin Institute of Technology","MA","02116",1,,,
"Gordon College","MA","01984",1,72,71,73
"Hampshire College","MA","01002-5001",1,62,65,61
"Harvard University","MA","02138",1,97,96,98
"Hellenic College-Holy Cross Greek Orthodox School of Theology","MA","02445-7415",1,58,59,56
"College of the Holy Cross","MA","01610-2395",1,93,91,94
"Lasell University","MA","02466",1,67,65,68
"Lesley University","MA","02138-2790",1,60,52,63
"Longy School of Music of Bard College","MA","02138",1,,,
"University of Massachusetts-Lowell","MA","01854-5104",1,69,67,74
"University of Massachusetts-Amherst","MA","01003",1,84,82,86
